id	Fu	Ag	Ex	Re	Vi
0	1.3956346400045614	0.18830529528437706	3.1359690794216646	0.804841809746169	2.608452024112537
1	0.1746720370457918	2.2950456136034445	3.6841207078086606	1.8816500043869437	0.5489168649353293
2	0.3786692115166682	1.8658580438834698	0.9041820246166815	4.635033188564995	0.48700312035631993
3	3.6825623472746196	1.1255953560797842	0.16067708228256736	0.03415618337103833	3.2682839813416966
4	1.20219941887187	2.1829191531906225	1.6646900959886601	0.22214076638723865	2.238993143409054
5	1.782559764025379	2.0829961602103526	1.673975577731466	1.3430686209194724	3.063485898121212
6	1.949117514438114	0.6290307319005087	0.7036641456583437	3.0174956047704313	2.663394297005427
7	3.1923677336683505	2.9191558730383456	1.2042003814424984	0.4126199616936244	2.179855590709262
8	2.064299884946879	1.6149487607979072	1.6482011897381348	1.9984594389860961	1.6424131644509714
9	3.2734986234122943	0.07297678283339067	1.450978829429135	2.8117800389368663	2.260992989772555
10	0.2850148850453402	1.4802413752812853	0.8720513996054725	4.147491182286698	1.2409657542129073
11	2.337646012853138	2.048249635797148	0.22762019079507168	2.1827323235264235	3.108350622854754
12	2.8380204464448013	2.5677271759197384	0.3441756930349693	1.0842668807692961	2.90242121293621
13	2.205499240506216	2.665881190448842	1.669683784735248	2.6950697407935316	0.3338720085091777
14	2.2143047800925912	1.1651783724770604	2.8678004678536015	0.3362032123843023	1.6510793189002457
15	0.9356127600909909	2.96637645366868	0.45458703361247593	0.892204073765026	2.7002867779571704
16	2.678015424628857	0.7452166090867685	2.923947076064682	2.5686511281305195	0.9035800173884133
17	1.2646866233738374	0.930333656659485	2.413004027794848	1.2812156508986319	2.7684763777471626
18	0.9333089339433557	1.8322737106099187	1.9623802191461222	0.9860168926352662	1.8345379894066804
19	0.5454217432813339	0.6987509364621115	1.61734983056035	2.4785531114476522	2.5315717657106998
20	1.2495408804946475	1.2649189804180434	1.7363037369741159	1.9393867218149712	1.7110629874875523
21	1.861085466048491	1.880945506923172	1.8761362458457884	2.5721276114784604	1.5364988232751258
22	2.2300044931436607	0.4560053284012261	2.9203369570434994	3.172366570051412	0.07308797721813565
23	3.2769329018926867	3.1456137371266033	0.6505060301325377	1.701748355995402	0.5026092219250826
24	2.440137990318685	0.35771325690449246	3.050361365244757	0.8536111323163301	1.686007188894649
25	0.5818271148897569	0.7630772480084757	3.467045085509908	0.6749035862572978	2.9031563186070257
26	2.640620403621954	0.20543716894291797	1.187062681291	2.579931333427067	1.479774855097475
27	2.2038425579634158	2.077483806369227	0.3917632159392192	0.7826460363922483	3.470179797192083
28	0.5735376446562823	0.6258077954156913	1.197651577366817	2.471639306939629	3.0498527681777685
29	0.4909705293773084	3.3178164731837123	2.736704698106087	0.3535255260280767	1.8441395981110014
30	2.1594749714995793	1.5109327617758668	1.7718554149563912	2.0620014991803077	0.5164075736969069
31	1.335490800294854	2.3362704079136725	1.4032158825509546	1.2466120194829513	2.092494065972668
32	0.6089102295780272	0.6550771986480753	2.710585863036327	2.7027531124683284	2.0369406575259297
33	1.3060401561538832	2.575998123925855	2.0006148778530455	2.638389746239141	0.46636759466178385
34	1.8119863705906867	1.7984833978897612	1.415938385729478	1.8199971064679814	1.572739517454944
35	2.594836250195534	2.0468610508577263	0.21272340975461193	0.9931311067830767	2.257704551145194
36	1.362899156937305	3.785110499128276	1.189233528402825	2.221447085202403	1.376889028809808
37	2.3981648200570786	0.5497016152421759	2.284103054941911	1.8179227338721804	2.083973735326677
38	1.041562572810142	1.7305166569982173	1.2937399550185416	2.1026636436377917	1.7159178744885717
39	2.7094390644503754	0.9650198272555532	0.4833622187342304	2.310159047194425	2.3162737972091687
40	0.4173942633736423	0.7872112160396391	1.3052266548461562	2.391183450089679	2.7012290782402957
41	0.27704222568921794	2.385611644324953	0.8636094385723905	1.9662201437399296	2.528817575030262
42	1.7750199016425638	0.9784550665055132	1.4249715633175506	1.9598651988584757	2.0341948472115035
43	0.6099395050209927	1.359186985397884	1.2059199749400031	2.1914384853699946	3.3555378308184434
44	1.9561473894556796	0.26557450130186055	2.432601638337087	2.494359355982256	2.1951355702359487
45	1.246974384662721	2.030019644137388	1.8806058356874613	2.500203147370514	1.9901133823078827
46	2.346313952711738	1.1068740726260766	0.565707150887524	2.971749361892416	1.1046198325821053
47	0.36745264665631866	2.1275724513625653	1.4156229147454262	1.7124536252022586	3.5943564639947825
48	4.097744655844706	3.837251792171544	0.05342636543834525	0.8470136659243874	0.6404692281054192
49	1.2972679777304996	1.7965767780020176	0.2340761418405701	2.5797570252032114	2.171424814247958
50	0.5549710848578925	0.937299209623148	5.004690457607555	1.8671877265173724	0.39119652647549696
51	1.5511881846344742	1.239293709727327	3.538099460173457	1.1495483312176245	0.6619375786502488
52	3.336934285931624	0.011586400543099559	3.796997905424047	0.7445311844328917	1.3815848046812897
53	2.576966573138251	1.3155539255871727	1.9915397037326672	0.6647130760487817	1.3995072014122116
54	3.2084918448105735	1.1594550530030223	3.4523990777984443	1.063131422058419	0.9196762396103333
55	2.285899696585696	1.49198069751734	1.2790018092630215	1.022137835570752	2.3046351666627496
56	0.39569788794281774	0.254321697643336	1.2045268408465666	2.190843079582825	4.525348823478185
57	1.0934777217875509	0.6901568780880923	2.2370819158359017	1.4482208513946944	2.5050419894987592
58	1.9399127633765199	2.6409106343661084	0.7187955097694281	1.289379778825307	2.763436395735955
59	2.8653284423172605	2.234546875871436	1.7888390929073954	1.9135892986757306	0.9719303578778049
60	2.636652515377871	2.3201627614507094	1.4079765653161622	0.5114968434087324	2.728303304305574
61	1.579604213175704	2.3987510195274235	1.8530176719391342	0.700176733798067	2.432439888012992
62	0.7151166497256926	3.2129430408618487	2.2216237955746743	1.0757613001576332	1.7429096526076104
